,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
p278,-0.03122487,-0.13764134,-0.024198873,-0.1126649,0.16973093,-0.08997847,0.12038608,-0.20815517,-0.03294239,0.45281315,0.03315142,-0.23436438,0.21452244,-0.38193506,0.018927526,0.19772945,-0.061546784,0.13245441,-0.6625628,0.117639765,0.28511375,-0.16239102,-0.2433601,-0.2831238,-0.38911057,0.11336012,-0.1356515,0.20764749,-0.14517777,-0.18409786,-0.08136689,-0.069228426,0.3469879,-0.002717556,-0.16523139,0.3525206,0.21307236,0.050784223,0.05005839,0.2611165,0.2216433,0.036868677,-0.001497758,-0.0664717,0.104118556,0.026355132,0.18006934,-0.2506301,-0.22192207,-0.026646376,0.25421342,0.07261276,-0.062331103,0.20500626,-0.19935855,-0.2862456,0.16170521,-0.39730474,-0.061072353,0.42556286,-0.5271619,-0.24066713,0.17663927,-0.04051037,0.20937723,0.041028198,0.17836921,-0.0029246206,-0.2231652,-0.054872513,0.0023261008,-0.10750803,-0.08595317,-0.021694489,0.17939901,-0.06549329,0.10324158,-0.23384021,-0.0556393,-0.16900972,-0.026679201,-0.13164303,0.014792036,0.0517573,0.18729484,0.16892365,-0.14004433,-0.16049817,0.10222111,0.0050250925,-0.27515495,0.025056934,0.25120267,-0.0387621,0.34467086,0.16859478,0.2078637,-0.053024247,-0.104352035,0.07423829,-0.22094186,0.11156119,-0.12891454,-0.09814128,0.037826456,0.0018499068,0.1681657,0.29250666,0.30424526,0.029956512,0.046344835,-0.27146077,-0.24071987,0.06415209,0.08329213,0.16191891,0.30056813,0.33530653,0.07446156,0.0135437455,-0.085770115,-0.028313136,-0.27825275,0.14624189,-0.054847576,-0.011391779,-0.18986607,0.05831325
p279,0.03835567,-0.12695296,-0.075426154,0.080636635,0.27019385,-0.02071632,-0.035518657,-0.15097572,0.030998362,0.295173,0.07682785,-0.02590589,0.11463676,-0.30775592,0.026634386,0.17370725,-0.08715589,0.08583807,-0.41607672,0.31630132,0.12644298,-0.14829572,-0.19253965,-0.29298806,-0.22007875,0.051131807,-0.027703,0.08539512,0.0120020835,-0.033457562,-0.036665674,0.052990094,0.12588137,-0.06547208,-0.071336746,0.25902802,0.24887902,0.06302587,-0.028942926,0.3310923,0.19701867,0.11263963,0.09010085,-0.027982216,0.1231524,0.010629761,0.007014797,-0.060902283,-0.080904365,-0.12640554,0.10002193,0.008820651,-0.008697102,0.17403318,-0.24252304,-0.22175483,0.12755908,-0.26470333,0.03161416,0.3501173,-0.32170996,-0.13610625,-0.07072632,0.06639645,0.110023975,-0.09010053,0.07269102,-0.05881114,-0.08655503,-0.07389358,-0.13055833,-0.102795675,-0.16580482,-0.096299626,0.29187995,-0.16459854,-0.0062752566,-0.18591888,-0.1293838,-0.14125493,-0.03694282,-0.026520928,0.0018395177,0.103741914,0.110667735,0.24832843,0.00019480137,-0.17811869,0.082501,-0.017954612,-0.10134802,0.00048273473,0.13756622,0.15335174,0.19623205,0.11547664,0.07890827,-0.13275868,-0.04389218,0.056134082,-0.14736524,0.1168759,0.12408754,-0.19274662,0.10807946,-0.0029037397,0.091942646,0.08251143,0.31569862,-0.0044822847,-0.08557941,-0.24543265,-0.118769586,0.053419728,0.14556538,0.18882483,0.17166032,0.12801082,0.049369927,-0.058021888,-0.036606833,-0.118886344,-0.25369948,0.153244,-0.07283845,-0.12846018,-0.14801066,-0.004374444
p280,-0.028256632,-0.118450224,0.0051498143,0.013221199,0.2105534,-0.1300762,0.06428658,-0.12976381,0.00882558,0.3582874,0.0686292,-0.16016503,0.13496943,-0.25301164,0.074725136,0.21874225,-0.12819508,0.052035905,-0.46344674,0.25769547,0.22425093,-0.08676904,-0.2567742,-0.3323469,-0.28073165,0.13199607,-0.13567826,0.15031706,0.03582762,-0.079725266,-0.17422245,0.0004823394,0.12344204,0.008823422,-0.03595407,0.28711095,0.15892704,0.04040937,0.035911124,0.19093984,0.12995063,0.16261299,0.047833692,-0.06553991,0.1893906,-0.074653916,0.028247872,-0.06856461,0.0003642268,0.02339166,0.19969586,0.05252382,0.02431429,0.10410028,-0.1723657,-0.18924943,0.18558109,-0.2576516,-0.07718219,0.23429061,-0.4251659,-0.051708214,0.057187863,-0.06487413,0.25455236,-0.10429534,0.15964477,0.017027559,-0.08639064,-0.09615086,-0.031796027,-0.12034096,-0.24654739,-0.104127616,0.23370726,-0.07650709,-0.02271078,-0.18948239,-0.16615042,-0.03480278,-0.12805037,-0.08654514,0.18617755,0.21964787,0.16099848,0.26734158,0.089390524,-0.24633205,0.08387555,0.09841053,-0.124214776,-0.083474204,0.091624714,0.025296412,0.225711,0.12173903,-0.037745707,-0.17899346,-0.06634666,0.044033278,-0.25686663,0.15411828,0.0011703041,-0.05375027,0.1627964,0.010870381,-0.022007518,0.16863494,0.2602296,-0.0070203776,-0.008471692,-0.21003877,-0.087725826,0.11734074,0.02012691,0.11317938,0.1815596,0.15177432,0.11687183,0.038681347,-0.07920157,-0.16631548,-0.26814777,0.14850369,-0.14052849,-0.007078058,-0.1184595,0.053626098
p281,-0.004197903,0.0073287915,0.004086829,0.003866164,0.0043844134,-0.003304488,0.0021630675,-0.002296593,0.0018032156,-0.0023604557,-0.0035378365,0.0020178193,0.0009320462,0.005381665,-0.0035169786,-0.004447586,0.0025471896,0.0013215449,-0.0069338726,0.002155167,-0.005844719,-0.003218622,0.0047970926,-0.0048799785,-0.00167959,0.0029846495,0.006585328,0.0067304494,0.0077528115,0.0055250106,-0.006319006,0.0008075135,0.0044731833,-0.002489509,8.183252e-05,0.0037323907,0.00777034,0.0010198085,0.0011681989,-0.0009699296,-0.005151513,0.0071216356,0.0065296376,-5.7309866e-05,-0.0061546285,0.0052460395,-0.0004624352,-0.005178514,0.0017601429,-0.0039363503,-0.0052760188,0.006952216,-0.0013074633,0.0053447764,-0.0017952174,-0.0016202321,-0.00461887,0.00063204765,-0.0071817795,0.0030499147,-0.0034686085,-0.0067721624,-0.0024332488,0.0045213485,-0.0041485075,0.0010071993,0.004257582,-0.0057136826,-0.00014722999,0.0037612393,-0.0067552,-0.0065782163,-0.006039963,0.004851917,-0.0017189234,0.004998955,-0.0066573825,0.0059539704,0.006695834,0.0052713016,-0.007098971,-0.0015434707,0.006998108,0.005860416,-0.007028171,0.0044822954,-0.005387348,0.0020672642,0.0045166956,0.0018537426,0.0041748444,0.005871685,0.00093213376,-0.0068819253,-0.002601087,-0.0049208784,-0.0048627937,0.006315411,-0.0007074736,0.0050942805,-0.0055422224,-0.0024584383,0.0066759195,-0.002553801,0.0014602281,-0.006417931,-0.0010646889,0.00022432301,-0.006640075,0.006416358,0.004241097,0.002849253,-0.0042828377,0.0021354537,0.00060641207,0.00022751186,0.0039776927,0.004533332,0.003605307,0.0033074329,-0.00024433155,0.0022970112,0.005891828,-0.0020238562,0.001454453,0.0004971754,-0.00020170305,0.004310157
p282,-0.02476208,-0.06899139,0.08240265,0.1150248,0.22374244,-0.08771023,0.12519781,-0.058920994,-0.024999717,0.28723004,0.0885326,-0.15046446,0.012294789,-0.15244709,0.13174206,0.20752591,-0.16518013,0.011419021,-0.2464708,0.3420258,0.06763222,-0.06826769,-0.19465804,-0.30808523,-0.05857747,0.116017096,-0.050605405,0.1279137,0.11632784,-0.059723638,-0.21692832,0.06544249,0.06602314,0.071531236,0.0070000486,0.12793972,0.128967,-0.016691979,0.019535331,0.09368968,0.08772877,0.23324703,-0.013285923,-0.034065414,0.268615,-0.21090928,-0.11190671,0.07282249,0.19848663,0.12510931,0.1583172,0.12876537,0.079027824,0.017489547,-0.18728192,-0.042015977,0.12225499,-0.10744848,-0.10409746,0.06472366,-0.29266632,0.14628513,0.06232029,-0.057979334,0.26813364,-0.17478114,0.03381309,0.020900296,0.044800434,-0.09050551,-0.033439238,-0.1273811,-0.3655757,-0.19685243,0.20660135,-0.053804897,-0.051133197,-0.14373422,-0.23375195,0.029672205,-0.16029562,0.04355611,0.27175757,0.31430393,0.08704353,0.34931228,0.2063127,-0.26773828,0.026654694,0.14051042,-0.010002958,-0.12203777,0.0075392034,0.05193717,0.042229798,0.1416345,-0.19522905,-0.21697445,0.016717624,0.05568234,-0.23003857,0.107774876,0.06809519,-0.05915035,0.08723893,0.11059028,-0.081662975,0.10736772,0.19568361,-0.02639246,-0.007202674,-0.18053833,-0.02738097,0.09102887,0.019345885,0.012927938,0.18709826,-0.0133863175,0.18118683,0.05131084,-0.083567835,-0.23720628,-0.14698945,0.14843896,-0.26897866,0.07584618,-0.05628641,0.021176053
p283,-0.041974507,-0.072909564,0.07632451,0.0932649,0.20790043,-0.1272656,0.14737517,-0.078469306,-0.034912944,0.31161734,0.15800129,-0.17150031,0.023522569,-0.1908996,0.14751972,0.22109033,-0.13570511,0.024831368,-0.24793799,0.33336937,0.0705814,-0.034417722,-0.20546071,-0.30983722,-0.10074993,0.087409206,-0.048052147,0.11865719,0.14186534,-0.040124886,-0.2327805,0.059350677,0.05971849,0.01715326,0.031237846,0.13867398,0.16948618,-0.01147466,0.061747614,0.07973585,0.112224616,0.26284206,-0.030378323,-0.059639957,0.28524816,-0.19905958,-0.08297854,0.062566094,0.19051503,0.16285758,0.17562687,0.14051138,0.07675862,0.05492779,-0.17876856,-0.06412133,0.13141671,-0.15869388,-0.07444978,0.10594092,-0.3015253,0.141755,0.07828962,-0.053710245,0.24436972,-0.18728,0.06255914,0.05179759,0.05472508,-0.08187326,-0.04351015,-0.12191171,-0.36751366,-0.16719905,0.22452238,-0.023342302,-0.03578269,-0.15168263,-0.20423721,0.0777155,-0.18675296,-0.013573455,0.34923875,0.34668314,0.12219242,0.32967326,0.21458563,-0.29450995,0.059116457,0.14611392,-0.0728026,-0.14113061,0.020051459,0.03315327,0.050399337,0.14608303,-0.17843592,-0.20527712,-0.014375553,0.046512716,-0.25723,0.10266834,0.051884882,-0.04904902,0.10329669,0.102512054,-0.09278066,0.15268797,0.16988042,-0.057768226,0.007114056,-0.1939456,0.010848228,0.10773992,0.008435589,0.015728446,0.18307024,-0.03442595,0.1814677,0.10477673,-0.089257255,-0.24525453,-0.19919151,0.1164136,-0.26911443,0.029976059,-0.058766693,0.026627436
p284,-0.019200793,-0.10224785,-0.009195414,0.0009961808,0.19639644,-0.11972917,0.049342558,-0.13809653,0.0092389425,0.3525348,0.061580528,-0.15337378,0.15214835,-0.25403982,0.073021635,0.17640913,-0.10441063,0.06299682,-0.45725054,0.21090612,0.21228935,-0.1029305,-0.1956112,-0.29158252,-0.24212368,0.11138833,-0.111826025,0.13357916,0.012112488,-0.078196205,-0.14321813,0.014886522,0.1503121,0.017151795,-0.036985405,0.26182875,0.16362123,0.07158931,0.04917166,0.20724215,0.13932651,0.15313357,0.04754973,-0.047945738,0.15677722,-0.054779325,0.04925331,-0.082948074,0.0057662167,0.014386263,0.18858574,0.063652486,0.00927276,0.10353311,-0.15830806,-0.1862373,0.17032668,-0.24380681,-0.059427995,0.2508638,-0.4034145,-0.102455296,0.063517466,-0.04730934,0.20142765,-0.075691275,0.13529678,0.019764623,-0.080178544,-0.07315422,-0.03514415,-0.102479264,-0.20195286,-0.10782327,0.20668721,-0.076117255,-0.018592197,-0.1720139,-0.15059108,-0.07635714,-0.09662863,-0.07905296,0.14161128,0.18254076,0.13487671,0.238114,0.039087202,-0.22563076,0.05611459,0.060928535,-0.13165416,-0.043043554,0.09598221,0.05804738,0.21131673,0.11667884,-0.014376115,-0.17187566,-0.049575917,0.044675693,-0.2090066,0.1270403,-0.012795982,-0.061587665,0.13485602,0.013285644,0.038099702,0.16882266,0.24285784,0.0040682317,-0.0019356154,-0.19950323,-0.107872,0.06781073,0.055421647,0.12044018,0.19475482,0.17287913,0.090665475,0.028423263,-0.06891638,-0.12775996,-0.2402366,0.13991734,-0.12767409,0.003779701,-0.12537272,0.042878266
p285,-0.034816787,-0.110296644,-0.040453337,-0.06482515,0.17915727,-0.092606686,0.047574,-0.14825661,-0.015380981,0.37063724,0.004770724,-0.12514266,0.13273168,-0.25848362,0.050097417,0.14563642,-0.090010904,0.062861174,-0.47415102,0.17070998,0.17560901,-0.12678668,-0.19226071,-0.26856005,-0.23296829,0.10352365,-0.06353165,0.11144702,-0.053566076,-0.1123773,-0.07929773,-0.030035542,0.2105043,-0.02232141,-0.09599503,0.23557329,0.14332186,0.058703285,-0.0068556066,0.20110078,0.1328981,0.08098464,0.04134926,-0.023927137,0.10473411,-0.037080277,0.085414216,-0.11719622,-0.06935615,-0.0043854783,0.14277127,0.06823434,-0.045441493,0.108819135,-0.16190398,-0.23462594,0.12837681,-0.22427242,-0.006810354,0.25700402,-0.39245585,-0.10429462,0.092639014,-0.037150845,0.15271243,-0.021421064,0.11145754,-0.016098674,-0.08463808,-0.021441495,-0.004290311,-0.10896416,-0.14751871,-0.07481355,0.19968939,-0.04741595,0.031565145,-0.17995964,-0.07999716,-0.113280006,-0.08838397,-0.076546796,0.08002186,0.07547555,0.12741117,0.16426012,-0.05470361,-0.17526098,0.05453972,0.009476569,-0.1402032,0.00291129,0.12921382,0.0004717581,0.21183784,0.112425886,0.073420495,-0.097314656,-0.051750474,0.054726448,-0.19083841,0.12867166,-0.022056768,-0.1042352,0.06675144,0.007945759,0.065565616,0.17466065,0.2346763,0.035024382,0.0110100955,-0.20748161,-0.11677368,0.057491653,0.0760611,0.1454254,0.18963078,0.1871679,0.071022294,0.021071231,-0.04821053,-0.08321294,-0.22711723,0.1141905,-0.089466244,0.014698104,-0.14059155,0.053081937
p286,-0.02550283,-0.0794198,0.030616771,-0.012793773,0.16091156,-0.085713364,0.107971944,-0.1441692,0.0020048467,0.33429408,0.11875484,-0.13087162,0.09664455,-0.21712668,0.14198619,0.15087552,-0.10326288,0.03320227,-0.34716463,0.21045879,0.10799766,-0.008785877,-0.16039254,-0.26258582,-0.123191185,0.10423475,-0.048650697,0.10927704,0.091384314,-0.054403085,-0.13825263,0.013340601,0.12201844,-0.041351914,0.057774935,0.15019421,0.20999224,0.030183446,0.11019152,0.09736057,0.1004882,0.17559703,-0.022288488,-0.058636,0.227011,-0.14367901,0.027858382,-0.055762637,0.07012452,0.122029506,0.1250011,0.105490305,0.011088802,0.066464834,-0.12358138,-0.11410969,0.13634834,-0.23021723,0.0038503956,0.21718144,-0.2870442,0.013876382,0.098841175,-0.002917631,0.1454302,-0.10043956,0.09530153,0.06643917,0.010779315,-0.046109915,-0.05266672,-0.1278406,-0.262748,-0.112196855,0.2194197,-0.018260347,-0.016768495,-0.15472338,-0.16397938,-0.017162869,-0.15906876,-0.09366604,0.31411833,0.22844364,0.12703654,0.2252787,0.088423744,-0.265118,0.08673615,0.07352557,-0.14176534,-0.07356587,0.072845384,-0.012324431,0.0995804,0.085809775,-0.0692287,-0.112489745,-0.023529874,0.0010647257,-0.20676513,0.090395905,0.026459979,-0.05452366,0.0574965,0.060725383,-0.04292647,0.1546826,0.16504253,-0.02047305,0.045696143,-0.21902959,-0.008253381,0.08807978,0.018161088,0.074080855,0.19087653,0.034000993,0.08657121,0.10583302,-0.055475492,-0.14129452,-0.24233381,0.09856627,-0.19051482,0.006852169,-0.11653888,0.017016819
p287,0.0029343045,-0.07983087,0.024726868,0.042470485,0.19770437,-0.057263378,0.08170148,-0.053640362,-0.030236049,0.27641988,0.04091447,-0.10368549,0.044516068,-0.1357608,0.07329716,0.14848572,-0.15719189,-0.025878817,-0.26956135,0.27871606,0.041469578,-0.07650124,-0.14507101,-0.2815761,-0.05981043,0.119675525,-0.024870988,0.09363234,0.024694156,-0.067767,-0.15849341,0.026095953,0.092486255,0.053203564,-0.017691053,0.15223137,0.10172348,0.023788633,0.0016531795,0.14198227,0.07278578,0.16661957,0.0072123595,-0.0072029894,0.17189221,-0.1603715,-0.058653273,0.032463532,0.10641933,0.055634115,0.11063217,0.09666433,0.044691663,0.030812366,-0.15814708,-0.06315942,0.120067865,-0.08186359,-0.047147583,0.08877183,-0.2734919,0.06633291,0.03395176,-0.053677585,0.19990148,-0.12879391,0.021225298,0.018922292,0.012437394,-0.05926456,-0.027247982,-0.11402691,-0.27772006,-0.15095188,0.1690876,-0.08565186,-0.0274286,-0.14308226,-0.17456177,-0.035923243,-0.10118811,0.019351786,0.15789498,0.21916017,0.040311374,0.2818191,0.13413076,-0.2070422,0.016988918,0.0845224,-0.010204683,-0.08851281,0.040885385,0.047753546,0.08689641,0.13861455,-0.12206674,-0.16078383,0.01523121,0.058161825,-0.1739742,0.09040834,0.0545045,-0.08359225,0.02940198,0.057602923,-0.031183727,0.08206711,0.18500926,0.017409233,-0.01545749,-0.1830012,-0.053216506,0.036744438,0.04467103,0.041610427,0.16312864,0.035073396,0.13267408,0.023108399,-0.082302466,-0.21610768,-0.11486823,0.12054889,-0.19660217,0.08139489,-0.09397525,0.028872745
p288,-0.028076576,-0.08317482,0.080070995,0.087123714,0.19324827,-0.11505932,0.16120568,-0.08573701,-0.020982241,0.33231786,0.16178544,-0.16872707,0.032262214,-0.17718628,0.15661037,0.19766252,-0.13794947,0.01571569,-0.2347289,0.31508484,0.075065464,0.00016909259,-0.19955404,-0.3069242,-0.07776658,0.088074826,-0.051202137,0.115526,0.14850385,-0.044659607,-0.21415319,0.05643216,0.07213711,0.00018860084,0.06683586,0.1270261,0.18833137,-0.002439611,0.116843,0.07511572,0.09716779,0.23895857,-0.009700153,-0.07710833,0.2980858,-0.19771612,-0.060382757,0.041236848,0.17764693,0.1752484,0.16959494,0.1426913,0.082736604,0.043778133,-0.14608929,-0.066214465,0.13211358,-0.1666609,-0.05534974,0.12197693,-0.28883338,0.12735908,0.08153839,-0.05136811,0.24231406,-0.18258019,0.06665606,0.072967075,0.05197136,-0.07688003,-0.06019596,-0.12177026,-0.36768493,-0.16774184,0.22933023,-0.023668326,-0.027235007,-0.15983596,-0.21443377,0.07703225,-0.20497681,-0.026079621,0.3848328,0.34039313,0.12105715,0.31296545,0.23043342,-0.30672652,0.067541674,0.14089328,-0.06603376,-0.14403377,0.025972093,0.03259311,0.028175559,0.12721016,-0.18858853,-0.19006777,-0.00320201,0.016538035,-0.25463834,0.1160019,0.054439705,-0.05982168,0.08989395,0.099895716,-0.10280708,0.12583885,0.16650903,-0.058310114,0.010920543,-0.20410979,0.0090307435,0.106853455,-0.0057749096,0.010870232,0.18945898,-0.044508524,0.15614365,0.1231562,-0.08263868,-0.23456138,-0.21598805,0.10291842,-0.26630524,0.019055514,-0.07748578,0.021256613
p289,-0.044581335,-0.12731978,0.019334272,-0.009889725,0.20101954,-0.14677481,0.07071183,-0.1577181,-0.0011494275,0.36507374,0.06454037,-0.18015838,0.17383082,-0.28317702,0.082219325,0.21282461,-0.09791774,0.08788883,-0.5129642,0.20414136,0.2425334,-0.10362745,-0.27872303,-0.29359978,-0.31152934,0.113458104,-0.15586823,0.14633723,-0.008061716,-0.1251726,-0.14380442,0.0007201189,0.18066338,0.0065547735,-0.066015914,0.29268992,0.16271959,0.032500807,0.028331116,0.19454376,0.15246265,0.1410992,0.02823927,-0.04618548,0.18594097,-0.050374802,0.06354357,-0.122584224,-0.05365054,-0.0024679233,0.25337046,0.056446265,0.018040726,0.11729934,-0.16378942,-0.20222677,0.17764163,-0.29468367,-0.07845794,0.26976594,-0.439141,-0.097148925,0.10514562,-0.058786344,0.23117898,-0.06409322,0.17152514,0.021077758,-0.112508394,-0.08482308,-0.029081292,-0.108729556,-0.18329921,-0.09215247,0.24047957,-0.05088366,-0.005269919,-0.21033719,-0.14797243,-0.08739202,-0.12825571,-0.10737946,0.16580965,0.1854388,0.17663507,0.22168727,0.018949812,-0.24301895,0.07814034,0.06921158,-0.17680237,-0.07578355,0.12181575,0.017571803,0.2654514,0.14653279,0.016290337,-0.16558707,-0.07094257,0.078200735,-0.225051,0.16387832,-0.041444495,-0.06369648,0.123769574,0.030826798,0.04325267,0.20279793,0.26881027,-0.012267662,-0.0021654735,-0.22828406,-0.11957905,0.112484016,0.06520323,0.12344018,0.21598883,0.20027335,0.10143691,0.037397865,-0.066476114,-0.13559195,-0.26527607,0.13789536,-0.13142061,-0.0036059145,-0.13809521,0.034187924
p290,-0.016660985,-0.058527738,0.044473168,0.030085512,0.17477755,-0.10289435,0.17277502,-0.08202634,-0.02187879,0.32502532,0.18773723,-0.107861705,0.029028231,-0.1923671,0.19155827,0.17156672,-0.12951234,-0.009672388,-0.22320034,0.31343126,0.0074254954,0.004988557,-0.16778146,-0.29598156,-0.022510821,0.07905733,0.020923581,0.07973702,0.19153486,-0.04793957,-0.19489138,0.035718977,0.073960505,-0.056255195,0.105691105,0.09533405,0.20310445,0.013658502,0.115851305,0.065093994,0.10261983,0.25358447,-0.052651484,-0.07338735,0.30613038,-0.25039282,-0.06910911,0.051338248,0.20136087,0.1950435,0.11653863,0.12130235,0.06535536,0.04292239,-0.12004992,-0.044346314,0.10593725,-0.15165564,0.03563916,0.16378254,-0.23012845,0.12080155,0.07673331,-0.025050564,0.14397655,-0.1793847,0.039810445,0.08463781,0.09542146,-0.05959569,-0.06757231,-0.13403933,-0.37596944,-0.14978053,0.21833089,-0.021314867,-0.0032625382,-0.13666768,-0.20495898,0.07041356,-0.21727462,-0.026294911,0.39283246,0.32399026,0.0995233,0.29485193,0.22378664,-0.2984201,0.105862945,0.101326294,-0.09653926,-0.13393073,0.03537725,0.032651007,-0.00979037,0.09752206,-0.15622829,-0.122424185,0.0011466936,0.023818607,-0.23996878,0.09808267,0.085446596,-0.08997298,0.08188138,0.09102888,-0.08958637,0.100835785,0.11162552,-0.047051135,0.024230879,-0.23909101,0.04408895,0.08065551,-0.007916461,0.026066529,0.20810191,-0.0967501,0.15037036,0.13350739,-0.065664135,-0.23392965,-0.22999635,0.10526714,-0.25548428,-0.021390101,-0.079020455,-0.025078677
p291,-0.03051596,-0.0777596,0.050083127,0.052144185,0.20164782,-0.12436941,0.13939713,-0.08684304,-0.007382839,0.3356978,0.17500699,-0.15600082,0.058625583,-0.21975611,0.1547427,0.20706283,-0.120421976,0.018896217,-0.30562252,0.30399188,0.09031407,-0.028892038,-0.20032565,-0.31043246,-0.12082461,0.07539713,-0.07305815,0.13230504,0.14897266,-0.031617373,-0.19750044,0.051061776,0.059352376,-0.03335588,0.077279896,0.16921648,0.21164437,0.0027190796,0.12753509,0.10205209,0.10158815,0.23888966,-0.009180514,-0.07698193,0.2902583,-0.19431858,-0.041816194,0.005206154,0.13879566,0.13907726,0.17288807,0.09276237,0.066390455,0.08056144,-0.15295875,-0.10106014,0.16825919,-0.21879345,-0.03998715,0.1755819,-0.3198668,0.08162531,0.06378853,-0.03803413,0.19658002,-0.16031076,0.1090534,0.088300064,0.035944406,-0.08478128,-0.059570324,-0.13002639,-0.35373744,-0.16003533,0.24550845,-0.034449745,-0.023708273,-0.16868004,-0.21176957,0.06390358,-0.18155447,-0.056000706,0.3559217,0.32936466,0.14529349,0.30806407,0.20795558,-0.32115597,0.084930144,0.123632945,-0.115026996,-0.12477309,0.032277204,0.032401253,0.0884931,0.121789776,-0.13178833,-0.18039206,-0.011609826,0.014971014,-0.25509155,0.12328844,0.06306382,-0.032705788,0.13045928,0.083188005,-0.07449978,0.13922888,0.177323,-0.05142097,0.016420532,-0.21661814,0.013172559,0.11100669,-0.013121308,0.044791106,0.1919825,-0.014650079,0.14086579,0.11458257,-0.09110314,-0.20637912,-0.25330305,0.12093429,-0.24035029,-0.014249772,-0.0944139,0.012199029
p292,-0.021181334,-0.11147608,0.004175896,0.0125445835,0.19641683,-0.11132698,0.07993635,-0.13094884,0.014312034,0.33705285,0.07973747,-0.14509839,0.102385454,-0.24066295,0.08649533,0.1908795,-0.107161306,0.061362788,-0.41369104,0.23888591,0.19299045,-0.064683646,-0.20735054,-0.2957426,-0.21893357,0.12584414,-0.103158884,0.1231271,0.03184163,-0.080565244,-0.17829677,0.009655548,0.12937562,0.008207216,-0.031178618,0.21959695,0.15898675,0.032387313,0.06825741,0.15974343,0.124698885,0.17433804,0.023263622,-0.053001042,0.18658502,-0.09038272,0.024301047,-0.050654147,0.020409517,0.045087993,0.18974155,0.06667686,0.025666634,0.09003036,-0.16225089,-0.16706134,0.17358533,-0.22983593,-0.05610318,0.20984063,-0.36260465,-0.044210017,0.08006831,-0.04214241,0.21176292,-0.09570082,0.1306904,0.044244044,-0.04645401,-0.08785404,-0.019625502,-0.12086395,-0.23642331,-0.10958661,0.21387072,-0.051042195,-0.013139183,-0.17519395,-0.15255748,-0.044639103,-0.122299895,-0.07304397,0.17435253,0.22612596,0.14016952,0.24240994,0.0866386,-0.2554929,0.069764696,0.102628775,-0.12075035,-0.06382762,0.07863144,0.015787747,0.18764314,0.120258614,-0.059325606,-0.18328251,-0.03893442,0.04258198,-0.2256158,0.14067645,-0.006681764,-0.041358557,0.11948377,0.020373,-0.004071879,0.16969404,0.23237126,-0.0042625186,0.0014673966,-0.19544731,-0.06997611,0.101666406,0.029625094,0.09124065,0.1907134,0.13713661,0.11990742,0.040393654,-0.089158624,-0.14590302,-0.23794813,0.14227682,-0.15181401,0.0056542405,-0.11422351,0.044784784
p293,-0.011744027,-0.09457001,0.015971085,0.028139032,0.20322196,-0.099431664,0.0775787,-0.081739925,-0.019162783,0.32283378,0.051559974,-0.15075311,0.09962757,-0.19009885,0.08838403,0.1881763,-0.15019271,0.021524442,-0.3750865,0.25144908,0.13856435,-0.08495017,-0.209537,-0.28580472,-0.15379517,0.13771705,-0.08272992,0.108624674,0.039833285,-0.088742204,-0.16547017,0.005113054,0.11785942,0.037511393,-0.044545166,0.20085363,0.13605782,0.033279292,0.013821567,0.1449053,0.1026863,0.16409607,0.037631325,-0.019725373,0.18814136,-0.12629163,-0.00430658,-0.021667434,0.06043003,0.039270557,0.17699246,0.10186233,0.045752708,0.055195987,-0.15573342,-0.12992609,0.12964131,-0.15983379,-0.05749995,0.13315554,-0.34834507,0.027355779,0.06622014,-0.05873748,0.24197452,-0.097263314,0.072850406,0.023094514,-0.049963776,-0.06311003,-0.025418751,-0.11756226,-0.2566748,-0.12286586,0.21116105,-0.06505931,-0.02648911,-0.15738364,-0.17260896,-0.049940377,-0.128498,-0.04608435,0.17310466,0.21380654,0.10222188,0.24018288,0.09517693,-0.23401935,0.04134496,0.09165175,-0.083829716,-0.0702389,0.051106874,0.02930495,0.15967377,0.12021754,-0.087010585,-0.16436705,-0.020444874,0.06001606,-0.20635118,0.12846206,0.011291933,-0.0760593,0.07871766,0.042343866,-0.04083406,0.13199598,0.22117387,0.00020814971,-0.0022576114,-0.19601661,-0.082359664,0.0715802,0.030994873,0.08833033,0.18358304,0.09750198,0.14244778,0.037479095,-0.0789107,-0.19138336,-0.1843902,0.14198628,-0.18447354,0.058698907,-0.09391871,0.017960025
